flight_id,airline,source,destination,departure_time,arrival_time,duration,_ingested_at,_source_file,_is_valid,_ingestion_errors
SJ093,SpiceJet,BLR,BOM,2026-04-20 21:55:41.702,2026-04-20 23:01:41.702,01:06:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F195,IndiGo,CCU,DEL,2026-04-20 21:44:41.703,2026-04-20 22:39:41.703,00:55:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK003,UNKNOWN,HYD,DEL,2026-04-20 21:41:41.700,2026-04-21 02:19:41.700,04:38:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
UK026,Vistara,HYD,MAA,2026-04-20 21:38:41.701,2026-04-20 23:44:41.701,02:06:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F174,IndiGo,DEL,HYD,2026-04-20 21:36:41.703,2026-04-20 22:16:41.703,00:40:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK067,Vistara,BOM,CCU,2026-04-20 21:36:41.701,2026-04-21 01:02:41.701,03:26:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ149,SpiceJet,HYD,MAA,2026-04-20 21:20:41.702,2026-04-20 23:20:42.000,02:00:00.298000,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F213,IndiGo,BLR,BOM,2026-04-20 21:05:41.703,2026-04-21 00:32:41.703,03:27:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK200,Vistara,CCU,DEL,2026-04-20 20:54:41.703,2026-04-20 22:45:41.703,01:51:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ214,SpiceJet,BOM,MAA,2026-04-20 20:54:41.703,2026-04-20 22:10:41.703,01:16:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ047,SpiceJet,HYD,BOM,2026-04-20 20:44:41.701,2026-04-20 21:21:41.701,00:37:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI179,Air India,HYD,BOM,2026-04-20 20:41:41.703,2026-04-21 01:19:41.703,04:38:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ153,SpiceJet,DEL,CCU,2026-04-20 20:37:41.702,2026-04-20 22:00:41.702,01:23:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F236,IndiGo,BOM,DEL,2026-04-20 20:35:41.704,2026-04-20 23:54:41.704,03:19:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK059,Vistara,HYD,MAA,2026-04-20 20:33:41.701,2026-04-20 22:10:41.701,01:37:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ001,SpiceJet,BOM,MAA,2026-04-20 20:28:41.700,2026-04-21 01:15:41.700,04:47:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ049,SpiceJet,CCU,DEL,2026-04-20 20:26:41.701,2026-04-21 00:26:41.701,04:00:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F086,IndiGo,MAA,HYD,2026-04-20 20:23:41.702,2026-04-20 21:00:41.702,00:37:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI220,Air India,BOM,DEL,2026-04-20 20:19:41.703,2026-04-20 21:57:41.703,01:38:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI188,Air India,CCU,HYD,2026-04-20 20:16:41.703,2026-04-20 23:02:41.703,02:46:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F114,IndiGo,BOM,MAA,2026-04-20 20:10:41.702,2026-04-20 21:00:41.702,00:50:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ179,SpiceJet,DEL,HYD,2026-04-20 20:09:41.703,2026-04-20 23:39:41.703,03:30:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F190,IndiGo,DEL,MAA,2026-04-20 20:02:41.703,2026-04-21 00:36:41.703,04:34:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ003,SpiceJet,MAA,CCU,2026-04-20 19:50:41.701,2026-04-20 20:32:41.701,00:42:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F028,IndiGo,HYD,CCU,2026-04-20 19:49:41.701,2026-04-20 21:49:41.701,02:00:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK036,Vistara,CCU,BLR,2026-04-20 19:48:41.701,2026-04-21 00:12:41.701,04:24:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ160,SpiceJet,MAA,BLR,2026-04-20 19:45:41.703,2026-04-20 20:30:41.703,00:45:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F151,IndiGo,CCU,HYD,2026-04-20 19:44:41.703,2026-04-20 22:04:41.703,02:20:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK140,Vistara,MAA,BLR,2026-04-20 19:37:41.703,2026-04-20 21:00:41.703,01:23:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI115,Air India,MAA,BLR,2026-04-20 19:37:41.702,2026-04-21 00:26:41.702,04:49:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI132,Air India,BLR,BOM,2026-04-20 19:32:41.702,2026-04-20 21:41:41.702,02:09:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK209,,MAA,BLR,2026-04-20 19:02:41.704,2026-04-20 21:47:41.704,02:45:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
SJ043,UNKNOWN,MAA,DEL,2026-04-20 18:59:41.701,2026-04-20 21:08:41.701,02:09:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
UK176,Vistara,HYD,BLR,2026-04-20 18:41:41.703,2026-04-20 22:49:41.703,04:08:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK216,Vistara,MAA,HYD,2026-04-20 18:33:41.704,2026-04-20 21:47:41.704,03:14:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK150,Vistara,DEL,CCU,2026-04-20 18:31:41.703,2026-04-20 19:01:41.703,00:30:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK145,Vistara,BOM,HYD,2026-04-20 18:30:41.703,2026-04-20 20:41:41.703,02:11:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F270,,HYD,MAA,2026-04-20 18:14:41.701,2026-04-20 19:02:41.701,00:48:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
6F012,IndiGo,CCU,HYD,2026-04-20 18:06:41.701,2026-04-20 21:31:41.701,03:25:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ236,SpiceJet,MAA,BOM,2026-04-20 18:03:41.704,2026-04-20 22:02:41.704,03:59:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F149,IndiGo,BLR,CCU,2026-04-20 17:57:41.703,2026-04-20 20:42:41.703,02:45:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK004,Vistara,BOM,CCU,2026-04-20 17:56:41.700,2026-04-20 18:30:41.700,00:34:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK010,Vistara,MAA,HYD,2026-04-20 17:53:41.701,2026-04-20 20:40:41.701,02:47:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK215,Vistara,BOM,DEL,2026-04-20 17:38:41.704,2026-04-20 19:50:41.704,02:12:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ116,SpiceJet,HYD,CCU,2026-04-20 17:33:41.702,2026-04-20 19:02:41.702,01:29:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ023,SpiceJet,HYD,MAA,2026-04-20 17:27:41.701,2026-04-20 19:09:41.701,01:42:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK152,Vistara,BOM,CCU,2026-04-20 17:24:41.703,2026-04-20 20:13:41.703,02:49:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ202,SpiceJet,CCU,HYD,2026-04-20 17:21:41.703,2026-04-20 19:08:41.703,01:47:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F043,IndiGo,BOM,HYD,2026-04-20 17:17:41.701,2026-04-20 18:43:41.701,01:26:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK173,Vistara,MAA,BLR,2026-04-20 17:06:41.703,2026-04-20 21:22:41.703,04:16:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ081,SpiceJet,BOM,BLR,2026-04-20 17:04:41.702,2026-04-20 18:53:41.702,01:49:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK153,Vistara,CCU,HYD,2026-04-20 16:52:41.703,2026-04-20 20:53:41.703,04:01:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK187,Vistara,BLR,BOM,2026-04-20 16:52:41.703,2026-04-20 18:42:41.703,01:50:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK055,Vistara,HYD,DEL,2026-04-20 16:48:41.701,2026-04-20 19:31:41.701,02:43:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK181,Vistara,MAA,DEL,2026-04-20 16:44:41.703,2026-04-20 19:26:41.703,02:42:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK074,Vistara,BOM,DEL,2026-04-20 16:44:41.702,2026-04-20 18:41:41.702,01:57:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ068,SpiceJet,BLR,BOM,2026-04-20 16:44:41.701,2026-04-20 18:48:41.701,02:04:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI242,UNKNOWN,BLR,CCU,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,01:02:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
AI242,UNKNOWN,BLR,CCU,2026-04-20 16:41:41.704,2026-04-20 17:43:41.704,01:02:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
SJ237,SpiceJet,BOM,CCU,2026-04-20 16:32:41.704,2026-04-20 19:00:41.704,02:28:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F194,IndiGo,BOM,CCU,2026-04-20 16:29:41.703,2026-04-20 18:27:41.703,01:58:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK063,Vistara,DEL,BOM,2026-04-20 16:29:41.701,2026-04-20 17:41:41.701,01:12:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK068,Vistara,BLR,MAA,2026-04-20 16:28:41.701,2026-04-20 18:09:41.701,01:41:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK224,,CCU,MAA,2026-04-20 16:25:41.704,2026-04-20 20:24:41.704,03:59:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
UK077,UNKNOWN,HYD,BOM,2026-04-20 16:22:41.702,2026-04-20 18:00:41.702,01:38:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
UK207,Vistara,MAA,CCU,2026-04-20 16:21:41.703,2026-04-20 17:36:41.703,01:15:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI221,Air India,MAA,HYD,2026-04-20 16:18:41.703,2026-04-20 18:54:41.703,02:36:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK109,Vistara,BLR,BOM,2026-04-20 16:06:41.702,2026-04-20 17:06:42.000,01:00:00.298000,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK089,Vistara,BOM,HYD,2026-04-20 15:38:41.702,2026-04-20 19:50:41.702,04:12:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI072,Air India,BLR,CCU,2026-04-20 15:34:41.702,2026-04-20 16:32:41.702,00:58:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK131,Vistara,BOM,DEL,2026-04-20 15:33:41.702,2026-04-20 19:39:41.702,04:06:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ150,SpiceJet,BOM,HYD,2026-04-20 15:33:41.702,2026-04-20 19:03:41.702,03:30:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F097,IndiGo,BLR,BOM,2026-04-20 15:32:41.702,2026-04-20 16:49:41.702,01:17:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F123,IndiGo,DEL,HYD,2026-04-20 15:26:41.702,2026-04-20 17:12:41.702,01:46:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F017,IndiGo,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,02:41:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F245,IndiGo,CCU,BOM,2026-04-20 15:25:41.701,2026-04-20 18:06:41.701,02:41:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F180,IndiGo,MAA,BLR,2026-04-20 15:24:41.703,2026-04-20 19:48:41.703,04:24:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F152,IndiGo,CCU,DEL,2026-04-20 15:21:41.703,2026-04-20 17:25:41.703,02:04:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ034,SpiceJet,MAA,BOM,2026-04-20 15:20:41.701,2026-04-20 20:11:41.701,04:51:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ142,SpiceJet,CCU,BOM,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,01:42:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ142,SpiceJet,CCU,BOM,2026-04-20 15:14:41.702,2026-04-20 16:56:41.702,01:42:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK189,Vistara,BLR,MAA,2026-04-20 15:07:41.703,2026-04-20 18:51:41.703,03:44:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ044,SpiceJet,DEL,CCU,2026-04-20 15:06:41.701,2026-04-20 17:43:41.701,02:37:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ196,SpiceJet,DEL,HYD,2026-04-20 14:58:41.703,2026-04-20 17:44:41.703,02:46:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F188,IndiGo,DEL,HYD,2026-04-20 14:57:41.703,2026-04-20 19:39:41.703,04:42:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F181,IndiGo,BOM,MAA,2026-04-20 14:55:41.703,2026-04-20 16:43:41.703,01:48:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F077,IndiGo,CCU,DEL,2026-04-20 14:55:41.702,2026-04-20 19:13:41.702,04:18:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ154,SpiceJet,BLR,HYD,2026-04-20 14:47:41.702,2026-04-20 16:26:41.702,01:39:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI025,Air India,HYD,DEL,2026-04-20 14:46:41.701,2026-04-20 17:11:41.701,02:25:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI094,Air India,DEL,BLR,2026-04-20 14:44:41.702,2026-04-20 15:44:42.000,01:00:00.298000,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F191,IndiGo,BLR,DEL,2026-04-20 14:41:41.703,2026-04-20 15:11:41.703,00:30:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ085,SpiceJet,BLR,MAA,2026-04-20 14:41:41.702,2026-04-20 19:11:41.702,04:30:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F261,,CCU,DEL,2026-04-20 14:31:41.703,2026-04-20 17:29:41.703,02:58:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
6F129,IndiGo,DEL,CCU,2026-04-20 14:28:41.702,2026-04-20 16:47:41.702,02:19:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F254,,MAA,BLR,2026-04-20 14:26:41.703,2026-04-20 18:01:41.703,03:35:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
SJ185,SpiceJet,BOM,CCU,2026-04-20 14:21:41.703,2026-04-20 15:21:41.703,01:00:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F030,IndiGo,BOM,DEL,2026-04-20 14:20:41.701,2026-04-20 17:10:41.701,02:50:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ222,SpiceJet,BOM,DEL,2026-04-20 14:15:41.703,2026-04-20 17:09:41.703,02:54:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F259,,BOM,DEL,2026-04-20 14:10:41.703,2026-04-20 15:21:41.703,01:11:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
UK083,Vistara,DEL,HYD,2026-04-20 14:10:41.702,2026-04-20 14:59:41.702,00:49:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F051,IndiGo,BLR,BOM,2026-04-20 13:58:41.701,2026-04-20 15:58:41.701,02:00:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ088,SpiceJet,CCU,MAA,2026-04-20 13:54:41.702,2026-04-20 14:26:41.702,00:32:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F146,IndiGo,HYD,MAA,2026-04-20 13:51:41.703,2026-04-20 15:07:41.703,01:16:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F047,IndiGo,MAA,DEL,2026-04-20 13:50:41.701,2026-04-20 15:55:41.701,02:05:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI077,Air India,CCU,HYD,2026-04-20 13:45:41.702,2026-04-20 14:51:41.702,01:06:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK134,Vistara,HYD,CCU,2026-04-20 13:44:41.702,2026-04-20 17:26:41.702,03:42:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI056,Air India,DEL,MAA,2026-04-20 13:44:41.701,2026-04-20 17:39:41.701,03:55:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK141,,HYD,MAA,2026-04-20 13:38:41.703,2026-04-20 15:59:41.703,02:21:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,WARN_MISSING_AIRLINE
AI030,Air India,CCU,HYD,2026-04-20 13:33:41.701,2026-04-20 16:52:41.701,03:19:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI029,Air India,MAA,DEL,2026-04-20 13:29:41.701,2026-04-20 17:53:41.701,04:24:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ167,SpiceJet,MAA,CCU,2026-04-20 13:18:41.703,2026-04-20 14:12:41.703,00:54:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK017,Vistara,BLR,HYD,2026-04-20 13:14:41.701,2026-04-20 14:49:41.701,01:35:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F229,IndiGo,MAA,DEL,2026-04-20 13:10:41.704,2026-04-20 14:30:41.704,01:20:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ117,SpiceJet,MAA,BLR,2026-04-20 13:10:41.702,2026-04-20 17:06:41.702,03:56:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F184,IndiGo,MAA,BOM,2026-04-20 13:05:41.703,2026-04-20 16:04:41.703,02:59:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI031,Air India,DEL,MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,03:06:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI031,Air India,DEL,MAA,2026-04-20 13:05:41.701,2026-04-20 16:11:41.701,03:06:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
AI178,Air India,CCU,BLR,2026-04-20 13:04:41.703,2026-04-20 14:03:41.703,00:59:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
SJ089,SpiceJet,HYD,CCU,2026-04-20 12:42:41.702,2026-04-20 17:15:41.702,04:33:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK166,Vistara,HYD,MAA,2026-04-20 12:39:41.703,2026-04-20 17:32:41.703,04:53:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
UK104,Vistara,DEL,BOM,2026-04-20 12:30:41.702,2026-04-20 13:52:41.702,01:22:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
6F168,IndiGo,HYD,DEL,2026-04-20 12:18:41.703,2026-04-20 15:58:41.703,03:40:00,2026-09-05T16:43:03.832132+00:00,UseCase - Airlines.xlsx,True,
